"","CODE","PROVINCE","CANTON","DISTRICT","Condition","N","n","Prevalence","Unemployment","Urban Population","Critical Deprivation","Population under 14","Single mother homes","Occupants per home","Schooling years"
"371","5084","GUANACASTE","TILARAN","SANTA ROSA","Combined","138","49.00","0.36","4.01","48.84","31.85","24.47","13.18","3.27","7.5843794"
"372","2151","ALAJUELA","GUATUSO","SAN RAFAEL","Combined","540","169.00","0.31","3.89","28.85","34.79","30.11","18.89","3.53","7.0441595"
"373","5094","GUANACASTE","NANDAYURE","SAN PABLO","Combined","187","64.00","0.34","6.89","33.98","32.20","26.69","21.57","3.26","7.369863"
"374","5091","GUANACASTE","NANDAYURE","CARMONA","Combined","199","78.00","0.39","2.45","53.22","19.97","23.21","23.54","3.25","8.681407"
"375","5081","GUANACASTE","TILARAN","TILARAN","Combined","722","215.00","0.30","2.94","80.92","19.39","25.62","23.37","3.26","8.8216169"
"376","5065","GUANACASTE","CAÑAS","POROZAL","Combined","103","39.00","0.38","2.62","0.00","35.08","26.61","13.61","3.50","6.6637555"
"377","5063","GUANACASTE","CAÑAS","SAN MIGUEL","Combined","127","36.00","0.28","3.83","27.13","32.24","23.84","15.71","3.36","7.0556465"
"378","5061","GUANACASTE","CAÑAS","CAÑAS","Combined","1998","625.00","0.31","3.13","87.28","25.44","27.72","24.94","3.58","8.3256852"
"379","5064","GUANACASTE","CAÑAS","BEBEDERO","Combined","257","81.00","0.32","4.21","94.24","41.22","26.78","17.91","3.51","6.7004161"
"380","60113","PUNTARENAS","PUNTARENAS","CHIRA","Combined","159","46.00","0.29","1.81","0.00","38.96","29.00","16.67","3.55","6.7821229"
"381","6014","PUNTARENAS","PUNTARENAS","LEPANTO","Combined","771","263.00","0.34","3.77","27.53","33.81","24.54","19.57","3.31","7.3223906"
"382","60111","PUNTARENAS","PUNTARENAS","COBANO","Combined","688","251.00","0.36","2.80","28.41","33.68","27.38","15.76","3.12","7.9608876"
"383","5024","GUANACASTE","NICOYA","QUEBRADA HONDA","Combined","176","54.00","0.31","4.31","0.00","29.22","21.60","23.38","3.28","8.2634672"
"384","5086","GUANACASTE","TILARAN","TIERRAS MORENAS","Combined","114","36.00","0.32","3.64","31.15","33.63","24.82","15.12","3.06","6.4495049"
"385","2153","ALAJUELA","GUATUSO","COTE","Combined","129","39.00","0.30","2.28","0.00","47.48","25.49","14.03","3.12","5.6470588"
"386","5062","GUANACASTE","CAÑAS","PALMIRA","Combined","4","1.00","0.25","2.27","37.45","44.00","28.04","12.67","3.29","5.9166667"
"387","5044","GUANACASTE","BAGACES","RIO NARANJO","Combined","74","24.00","0.32","4.11","0.00","33.23","23.05","21.04","3.09","6.8271605"
"388","2134","ALAJUELA","UPALA","BIJAGUA","Combined","475","146.00","0.31","1.82","14.41","31.68","27.10","15.66","3.32","6.9486866"
"389","5042","GUANACASTE","BAGACES","LA FORTUNA","Combined","243","87.00","0.36","1.95","46.77","30.71","25.25","21.97","3.43","7.9990467"
"390","2133","ALAJUELA","UPALA","SAN JOSE O PIZOTE","Combined","582","172.00","0.30","1.68","5.16","51.63","32.75","16.55","4.05","6.1498973"
"391","2132","ALAJUELA","UPALA","AGUAS CLARAS","Combined","493","140.00","0.28","3.44","21.02","39.72","29.20","16.45","3.50","6.6300646"
"392","5025","GUANACASTE","NICOYA","SAMARA","Combined","323","108.00","0.33","2.62","31.69","33.27","25.63","16.26","3.28","7.9444885"
"393","5022","GUANACASTE","NICOYA","MANSION","Combined","365","110.00","0.30","2.66","18.38","28.40","23.98","23.30","3.36","8.4294013"
"394","5113","GUANACASTE","HOJANCHA","PUERTO CARRILLO","Combined","115","42.00","0.37","2.97","0.00","35.49","23.70","16.52","3.51","7.425829"
"395","5095","GUANACASTE","NANDAYURE","PORVENIR","Combined","66","28.00","0.42","2.75","0.00","46.36","20.11","11.82","3.37","6.6776557"
"396","5096","GUANACASTE","NANDAYURE","BEJUCO","Combined","214","83.00","0.39","3.77","3.21","41.34","25.45","12.41","3.44","6.8307123"
"397","5093","GUANACASTE","NANDAYURE","ZAPOTAL","Combined","87","20.00","0.23","4.11","0.00","53.99","23.79","17.36","3.35","6.9290618"
"398","5111","GUANACASTE","HOJANCHA","HOJANCHA","Combined","259","110.00","0.42","1.70","32.91","24.50","23.23","21.69","3.51","8.3544073"
"399","5114","GUANACASTE","HOJANCHA","HUACAS","Combined","58","23.00","0.40","0.45","0.00","31.98","22.49","17.26","3.59","6.8230769"
"400","5092","GUANACASTE","NANDAYURE","SANTA RITA","Combined","157","51.00","0.32","8.51","9.27","32.43","25.10","25.85","3.28","7.2401434"
"401","5112","GUANACASTE","HOJANCHA","MONTE ROMO","Combined","48","18.00","0.38","5.43","52.01","47.34","23.55","13.30","3.57","7.0950413"
"402","5023","GUANACASTE","NICOYA","SAN ANTONIO","Combined","542","151.00","0.28","3.84","35.31","33.38","20.42","24.00","3.23","7.7827884"
"403","5032","GUANACASTE","SANTA CRUZ","BOLSON","Combined","128","29.00","0.23","3.72","43.21","38.24","22.31","19.96","3.42","7.5690516"
"404","5027","GUANACASTE","NICOYA","BELEN DE NOSARITA","Combined","184","49.00","0.27","3.09","0.00","48.92","26.62","17.75","3.64","7.2634731"
"405","5021","GUANACASTE","NICOYA","NICOYA","Combined","2215","650.00","0.29","4.04","64.92","26.50","23.83","26.34","3.38","9.3151834"
"406","5015","GUANACASTE","LIBERIA","CURUBANDE","Combined","177","45.00","0.25","2.13","25.68","32.51","27.98","19.22","3.64","7.7860963"
"407","5043","GUANACASTE","BAGACES","MOGOTE","Combined","363","104.00","0.29","2.73","45.79","31.94","28.58","15.00","3.47","7.9098498"
"408","5011","GUANACASTE","LIBERIA","LIBERIA","Combined","4983","1,714.00","0.34","5.07","91.04","25.30","27.55","26.34","3.64","9.2918703"
"409","2136","ALAJUELA","UPALA","DOS RIOS","Combined","191","65.00","0.34","3.49","14.56","53.03","34.41","14.14","4.03","6.1029703"
"410","5053","GUANACASTE","CARRILLO","SARDINAL","Combined","1523","447.00","0.29","4.87","58.22","29.98","26.78","18.99","3.37","8.8152878"
"411","5038","GUANACASTE","SANTA CRUZ","CABO VELAS","Combined","216","74.00","0.34","5.84","35.93","26.03","23.56","16.51","2.94","8.8066512"
"412","5039","GUANACASTE","SANTA CRUZ","TAMARINDO","Combined","582","184.00","0.32","4.69","49.22","22.17","25.27","18.66","3.02","9.1104553"
"413","5034","GUANACASTE","SANTA CRUZ","TEMPATE","Combined","413","125.00","0.30","4.46","51.33","29.85","25.28","17.86","3.11","8.6000956"
"414","5035","GUANACASTE","SANTA CRUZ","CARTAGENA","Combined","370","124.00","0.34","4.06","69.53","23.56","23.12","24.46","3.44","9.2286105"
"415","5036","GUANACASTE","SANTA CRUZ","CUAJINIQUIL","Combined","130","33.00","0.25","2.15","0.00","41.40","26.94","13.51","3.14","6.9705401"
"416","5033","GUANACASTE","SANTA CRUZ","VEINTISIETE DE ABRIL","Combined","487","131.00","0.27","5.96","8.75","36.48","24.84","19.95","3.23","7.8442933"
"417","5031","GUANACASTE","SANTA CRUZ","SANTA CRUZ","Combined","1321","435.00","0.33","3.74","60.83","24.52","24.40","27.09","3.41","9.8509859"
"418","5037","GUANACASTE","SANTA CRUZ","DIRIA","Combined","264","88.00","0.33","5.68","55.39","29.39","22.56","30.94","3.19","9.3952618"
"419","5026","GUANACASTE","NICOYA","NOSARA","Combined","616","214.00","0.35","2.98","35.99","37.99","28.42","16.37","3.35","7.4717416"
"420","5103","GUANACASTE","LA CRUZ","LA GARITA","Combined","200","56.00","0.28","3.34","33.23","47.74","33.89","16.63","4.01","5.5815217"
"421","5102","GUANACASTE","LA CRUZ","SANTA CECILIA","Combined","687","180.00","0.26","3.17","11.81","54.88","33.94","15.23","4.07","5.8391434"
"422","5101","GUANACASTE","LA CRUZ","LA CRUZ","Combined","967","261.00","0.27","4.13","52.43","36.72","30.06","23.59","3.83","7.8634246"
"423","5104","GUANACASTE","LA CRUZ","SANTA ELENA","Combined","187","61.00","0.33","2.76","49.22","47.02","30.15","17.85","3.92","6.3224432"
"424","5013","GUANACASTE","LIBERIA","MAYORGA","Combined","148","42.00","0.28","5.10","30.08","38.66","29.77","16.95","3.79","7.4727891"
"425","5012","GUANACASTE","LIBERIA","CAÑAS DULCES","Combined","274","87.00","0.32","3.61","11.52","31.49","25.94","17.45","3.81","7.9210308"
"426","5014","GUANACASTE","LIBERIA","NACASCOLO","Combined","223","73.00","0.33","3.94","68.34","34.45","30.15","22.67","3.94","8.2961165"
"427","5052","GUANACASTE","CARRILLO","PALMIRA","Combined","403","127.00","0.32","5.51","83.27","26.35","27.79","20.18","3.84","8.3316953"
"428","5054","GUANACASTE","CARRILLO","BELEN","Combined","764","232.00","0.30","5.54","55.29","32.90","27.54","22.52","3.71","8.325046"
"429","5051","GUANACASTE","CARRILLO","FILADELFIA","Combined","209","71.00","0.34","7.57","63.61","31.63","25.02","23.71","3.73","8.6651038"
"430","5041","GUANACASTE","BAGACES","BAGACES","Combined","1021","274.00","0.27","4.54","50.74","35.21","29.09","22.36","3.47","7.614425"
"431","6016","PUNTARENAS","PUNTARENAS","MANZANILLO","Combined","477","171.00","0.36","2.43","23.80","45.38","30.10","14.38","3.51","6.6136114"
"432","5071","GUANACASTE","ABANGARES","LAS JUNTAS","Combined","793","239.00","0.30","4.47","41.42","29.89","25.69","22.88","3.32","7.8798774"
"433","5074","GUANACASTE","ABANGARES","COLORADO","Combined","454","152.00","0.33","6.56","27.83","30.58","27.66","19.27","3.53","7.2425684"
"434","4103","HEREDIA","SARAPIQUI","LAS HORQUETAS","Combined","2568","828.00","0.32","2.80","3.97","29.69","29.37","18.72","3.44","7.0708615"
"435","4101","HEREDIA","SARAPIQUI","PUERTO VIEJO","Combined","2420","759.00","0.31","3.82","35.22","51.40","33.51","17.93","3.69","6.3834244"
"436","4105","HEREDIA","SARAPIQUI","CUREÑA","Combined","98","29.00","0.30","3.42","0.00","73.95","31.23","7.28","3.64","4.6458333"
"437","4011","HEREDIA","HEREDIA","HEREDIA","Combined","2149","791.00","0.37","2.99","100.00","9.96","14.05","34.52","2.94","11.4137418"
"438","1085","SAN JOSE","GOICOECHEA","IPIS","Combined","2022","807.00","0.40","3.49","100.00","14.23","22.20","28.77","3.55","9.1533759"
"439","1111","SAN JOSE","VAZQUEZ DE CORONADO","SAN ISIDRO","Combined","1154","430.00","0.37","2.55","99.26","10.25","19.77","26.47","3.36","10.7152552"
"440","1086","SAN JOSE","GOICOECHEA","RANCHO REDONDO","Combined","385","124.00","0.32","4.91","38.42","31.02","25.02","17.77","3.82","7.2737603"
"441","3059","CARTAGO","TURRIALBA","SANTA ROSA","Combined","356","124.00","0.35","2.40","74.62","14.29","22.19","21.79","3.25","8.2112211"
"442","6034","PUNTARENAS","BUENOS AIRES","BORUCA","Combined","278","69.00","0.25","3.11","14.77","64.34","31.10","19.31","3.64","6.6397638"
"443","6037","PUNTARENAS","BUENOS AIRES","CHANGUENA","Combined","154","25.00","0.16","1.87","0.00","74.07","35.58","9.41","4.06","5.2953964"
"444","6101","PUNTARENAS","CORREDORES","CORREDOR","Combined","1548","578.00","0.37","2.53","64.33","36.13","28.25","21.82","3.41","8.291958"
"445","6081","PUNTARENAS","COTO BRUS","SAN VITO","Combined","1507","467.00","0.31","2.28","37.14","28.42","28.88","23.87","3.35","7.6529871"
"446","6082","PUNTARENAS","COTO BRUS","SABALITO","Combined","1270","489.00","0.39","1.60","18.60","34.89","31.41","17.61","3.52","6.810466"
"447","6033","PUNTARENAS","BUENOS AIRES","POTRERO GRANDE","Combined","550","159.00","0.29","5.76","11.35","71.07","34.82","17.63","3.65","5.8744162"
"448","6084","PUNTARENAS","COTO BRUS","LIMONCITO","Combined","606","216.00","0.36","1.75","0.00","60.34","36.29","19.94","3.85","6.0110827"
"449","3058","CARTAGO","TURRIALBA","TAYUTIC","Combined","208","73.00","0.35","2.33","47.77","31.62","27.21","15.10","3.38","7.035503"
"450","30111","CARTAGO","CARTAGO","QUEBRADILLAS","Combined","561","186.00","0.33","4.46","81.23","28.81","27.58","18.07","3.88","7.4444444"
"451","2141","ALAJUELA","LOS CHILES","LOS CHILES","Combined","1469","442.00","0.30","4.87","31.53","52.69","33.21","20.11","3.94","6.4075249"
"452","21013","ALAJUELA","SAN CARLOS","POCOSOL","Combined","1403","391.00","0.28","3.02","23.15","41.67","31.98","15.74","3.80","6.6087457"
"453","2144","ALAJUELA","LOS CHILES","SAN JORGE","Combined","111","31.00","0.28","4.24","0.00","44.29","28.73","9.77","3.68","6.1789709"
"454","2143","ALAJUELA","LOS CHILES","EL AMPARO","Combined","505","160.00","0.32","2.36","8.14","48.55","31.02","13.21","3.78","6.0424028"
"455","60114","PUNTARENAS","PUNTARENAS","ACAPULCO","Combined","122","35.00","0.29","1.94","0.00","25.00","23.38","15.84","3.21","7"
"456","60116","PUNTARENAS","PUNTARENAS","ARANCIBIA","Combined","73","24.00","0.33","0.50","0.00","40.74","22.71","7.41","3.52","6.2162162"
"457","2063","ALAJUELA","NARANJO","SAN JOSE","Combined","238","80.00","0.34","2.18","31.06","21.26","23.62","17.84","3.38","8.1608911"
"458","2114","ALAJUELA","ZARCERO","GUADALUPE","Combined","63","16.00","0.25","1.77","36.15","24.27","25.70","14.24","3.72","7.1534772"
"459","3025","CARTAGO","PARAISO","LLANOS DE SANTA LUCIA","Combined","1358","431.00","0.32","4.54","99.41","25.22","28.51","25.51","4.03","7.6425151"
"460","3071","CARTAGO","OREAMUNO","SAN RAFAEL","Combined","2108","743.00","0.35","3.48","96.83","17.70","23.33","23.17","3.75","9.2855448"
"461","2068","ALAJUELA","NARANJO","PALMITOS","Combined","","","","2.93","7.89","21.21","23.46","20.80","3.53","8.4527393"
"462","2061","ALAJUELA","NARANJO","NARANJO","Combined","1491","522.00","0.35","2.97","84.48","19.45","22.48","25.67","3.49","8.6641654"
"463","4092","HEREDIA","SAN PABLO","RINCON DE SABANILLA","Combined","78","38.00","0.49","3.14","100.00","8.03","20.03","25.44","3.28","11.1088571"
"464","4091","HEREDIA","SAN PABLO","SAN PABLO","Combined","982","367.00","0.37","2.69","100.00","12.71","21.09","23.02","3.40","10.9947223"
"465","4036","HEREDIA","SANTO DOMINGO","SANTA ROSA","Combined","444","166.00","0.37","3.71","100.00","17.18","21.68","25.36","3.52","9.5890551"
"466","2152","ALAJUELA","GUATUSO","BUENAVISTA","Combined","752","197.00","0.26","1.48","0.00","42.05","27.78","14.38","3.42","6.5446266"
"467","2154","ALAJUELA","GUATUSO","KATIRA","Combined","5","1.00","0.20","1.91","7.20","38.35","29.00","16.24","3.38","6.3176936"
"468","2112","ALAJUELA","ZARCERO","LAGUNA","Combined","122","40.00","0.33","1.20","18.94","23.31","23.12","19.92","3.55","8.5160796"
"469","7021","LIMON","POCOCI","GUAPILES","Combined","3415","1,218.00","0.36","3.14","86.59","19.41","26.93","23.47","3.32","8.9064666"
"470","6061","PUNTARENAS","QUEPOS","QUEPOS","Combined","1455","498.00","0.34","4.25","64.99","27.37","26.09","18.91","3.28","7.9919567"
"471","6015","PUNTARENAS","PUNTARENAS","PAQUERA","Combined","655","218.00","0.33","2.75","30.17","31.57","27.09","18.75","3.30","7.4094127"
"472","2142","ALAJUELA","LOS CHILES","CAÑO NEGRO","Combined","120","31.00","0.26","0.36","9.68","45.11","28.15","17.27","3.47","6.1074919"
